cell_id,lat,lon,nearest_dist_km,is_estimated,Ward_No,Ward_Name,distance_to_ward
393,28.515385,77.307692,3.598,1,207,MADANPUR KHADAR,0.0
394,28.515385,77.323077,3.266,1,201,JAITPUR,0.0
395,28.515385,77.338462,3.594,1,201,JAITPUR,0.0
396,28.515385,77.353846,4.436,1,207,MADANPUR KHADAR,813.5489464921009
397,28.515385,77.369231,5.564,1,207,MADANPUR KHADAR,2472.891000821972
398,28.515385,77.384615,6.055,1,207,MADANPUR KHADAR,4175.374840283835
399,28.515385,77.4,6.017,1,207,MADANPUR KHADAR,5881.62925899595
400,28.528205,76.8,12.951,1,140,KHERA,5758.541025341403
401,28.528205,76.815385,11.742,1,140,KHERA,4344.097985662078
402,28.528205,76.830769,10.608,1,140,KHERA,3209.580318763118
403,28.528205,76.846154,9.577,1,140,KHERA,2570.7676587482947
404,28.528205,76.861538,8.458,1,140,KHERA,1146.4980532049417
405,28.528205,76.876923,7.253,1,133,CHHAWLA,0.0
406,28.528205,76.892308,6.178,1,133,CHHAWLA,0.0
407,28.528205,76.907692,5.316,1,133,CHHAWLA,0.0
408,28.528205,76.923077,4.782,1,133,CHHAWLA,0.0
409,28.528205,76.938462,4.689,1,133,CHHAWLA,0.0
410,28.528205,76.953846,5.062,1,133,CHHAWLA,0.0
411,28.528205,76.969231,5.812,1,133,CHHAWLA,0.0
412,28.528205,76.984615,6.815,1,133,CHHAWLA,0.0
413,28.528205,77.0,7.977,1,133,CHHAWLA,0.0
414,28.528205,77.015385,7.29,1,133,CHHAWLA,501.8595533187486
415,28.528205,77.030769,6.23,1,141,BIJWASAN,398.0606555214552
416,28.528205,77.046154,5.385,1,141,BIJWASAN,0.0
417,28.528205,77.061538,4.749,1,143,KAPASHERA,0.0
418,28.528205,77.076923,3.909,1,143,KAPASHERA,0.0
419,28.528205,77.092308,3.539,1,143,KAPASHERA,0.0
420,28.528205,77.107692,3.78,1,172,KISHANGARH,0.0
421,28.528205,77.123077,2.568,1,144,MAHIPALPUR,0.0
422,28.528205,77.138462,1.074,1,144,MAHIPALPUR,0.0
423,28.528205,77.153846,0.479,0,172,KISHANGARH,0.0
424,28.528205,77.169231,1.393,1,171,VASANTKUNJ,0.0
425,28.528205,77.184615,0.644,0,169,LADOSARAI,0.0
426,28.528205,77.2,1.023,1,169,LADOSARAI,0.0
427,28.528205,77.215385,2.471,1,169,LADOSARAI,0.0
428,28.528205,77.230769,2.707,1,184,PUSHP VIHAR,0.0
429,28.528205,77.246154,2.442,1,189,CHIRAG DELHI,0.0
430,28.528205,77.261538,0.992,1,195,GOVIND PURI,0.0
431,28.528205,77.276923,0.624,0,199,TEKHAND,0.0
432,28.528205,77.292308,2.077,1,208,SARITA VIHAR,0.0
433,28.528205,77.307692,2.38,1,207,MADANPUR KHADAR,0.0
434,28.528205,77.323077,1.841,1,207,MADANPUR KHADAR,0.0
435,28.528205,77.338462,2.373,1,207,MADANPUR KHADAR,444.4770762365079
436,28.528205,77.353846,3.521,1,207,MADANPUR KHADAR,1207.6341341717991
437,28.528205,77.369231,4.866,1,207,MADANPUR KHADAR,2612.02036489661
438,28.528205,77.384615,4.65,1,207,MADANPUR KHADAR,4248.804833364922
439,28.528205,77.4,4.601,1,207,MADANPUR KHADAR,5928.6521652539095
440,28.541026,76.8,12.202,1,140,KHERA,5091.357979225757
441,28.541026,76.815385,10.911,1,140,KHERA,3519.981850454526
442,28.541026,76.830769,9.68,1,140,KHERA,1991.8243413854032
443,28.541026,76.846154,8.537,1,140,KHERA,1040.2188459899046
444,28.541026,76.861538,7.521,1,140,KHERA,452.116249920686
445,28.541026,76.876923,6.428,1,140,KHERA,0.0
446,28.541026,76.892308,5.186,1,133,CHHAWLA,0.0
447,28.541026,76.907692,4.122,1,133,CHHAWLA,0.0
448,28.541026,76.923077,3.405,1,133,CHHAWLA,0.0
449,28.541026,76.938462,3.273,1,133,CHHAWLA,0.0
450,28.541026,76.953846,3.788,1,133,CHHAWLA,0.0
451,28.541026,76.969231,4.744,1,133,CHHAWLA,0.0
452,28.541026,76.984615,5.931,1,133,CHHAWLA,0.0
453,28.541026,77.0,7.236,1,133,CHHAWLA,0.0
454,28.541026,77.015385,6.45,1,141,BIJWASAN,0.0
455,28.541026,77.030769,5.222,1,141,BIJWASAN,0.0
456,28.541026,77.046154,4.178,1,141,BIJWASAN,0.0
457,28.541026,77.061538,3.486,1,141,BIJWASAN,0.0
458,28.541026,77.076923,2.69,1,143,KAPASHERA,0.0
459,28.541026,77.092308,2.116,1,143,KAPASHERA,0.0
460,28.541026,77.107692,2.498,1,143,KAPASHERA,0.0
461,28.541026,77.123077,2.469,1,144,MAHIPALPUR,0.0
462,28.541026,77.138462,1.922,1,144,MAHIPALPUR,0.0
463,28.541026,77.153846,1.436,1,CANT_4,DELHI CANTT CHARGE 4,0.0
464,28.541026,77.169231,0.075,0,171,VASANTKUNJ,0.0
465,28.541026,77.184615,0.706,0,161,MALVIYA NAGAR,0.0
466,28.541026,77.2,0.831,1,161,MALVIYA NAGAR,0.0
467,28.541026,77.215385,1.047,1,191,SHAPUR JAT,0.0
468,28.541026,77.230769,1.565,1,191,SHAPUR JAT,0.0
469,28.541026,77.246154,1.042,1,190,CHITRANJAN PARK,0.0
470,28.541026,77.261538,1.482,1,196,KALKAJI,0.0
471,28.541026,77.276923,1.178,1,200,HARKESH NAGAR,0.0
472,28.541026,77.292308,2.151,1,208,SARITA VIHAR,0.0
473,28.541026,77.307692,1.564,1,208,SARITA VIHAR,0.0
474,28.541026,77.323077,0.415,0,208,SARITA VIHAR,0.0
475,28.541026,77.338462,1.555,1,207,MADANPUR KHADAR,1131.249904487663
476,28.541026,77.353846,3.029,1,207,MADANPUR KHADAR,2551.7882936873657
477,28.541026,77.369231,3.952,1,207,MADANPUR KHADAR,3554.77785077885
478,28.541026,77.384615,3.263,1,207,MADANPUR KHADAR,4885.298117185726
479,28.541026,77.4,3.193,1,207,MADANPUR KHADAR,6400.211846362833
480,28.553846,76.8,11.581,1,140,KHERA,4697.386795844197
481,28.553846,76.815385,10.211,1,140,KHERA,2994.063228872162
482,28.553846,76.830769,8.884,1,140,KHERA,1315.2979443385866
483,28.553846,76.846154,7.623,1,140,KHERA,0.0
484,28.553846,76.861538,6.466,1,140,KHERA,0.0
485,28.553846,76.876923,5.478,1,140,KHERA,0.0
486,28.553846,76.892308,4.437,1,140,KHERA,0.0
487,28.553846,76.907692,3.127,1,133,CHHAWLA,0.0
488,28.553846,76.923077,2.094,1,133,CHHAWLA,0.0
489,28.553846,76.938462,1.873,1,133,CHHAWLA,0.0
490,28.553846,76.953846,2.673,1,133,CHHAWLA,0.0
491,28.553846,76.969231,3.911,1,133,CHHAWLA,0.0
492,28.553846,76.984615,5.288,1,133,CHHAWLA,0.0
493,28.553846,77.0,6.719,1,133,CHHAWLA,0.0
494,28.553846,77.015385,5.841,1,133,CHHAWLA,0.0
495,28.553846,77.030769,4.448,1,141,BIJWASAN,0.0
496,28.553846,77.046154,3.158,1,141,BIJWASAN,0.0
497,28.553846,77.061538,2.162,1,141,BIJWASAN,0.0
498,28.553846,77.076923,1.803,1,143,KAPASHERA,0.0
499,28.553846,77.092308,0.704,0,143,KAPASHERA,0.0
500,28.553846,77.107692,1.414,1,CANT_6,DELHI CANTT CHARGE 6,0.0
501,28.553846,77.123077,1.11,1,CANT_4,DELHI CANTT CHARGE 4,0.0
502,28.553846,77.138462,2.231,1,CANT_4,DELHI CANTT CHARGE 4,0.0
503,28.553846,77.153846,1.757,1,CANT_4,DELHI CANTT CHARGE 4,0.0
504,28.553846,77.169231,1.216,1,166,MUNIRKA,0.0
505,28.553846,77.184615,1.071,1,166,MUNIRKA,0.0
506,28.553846,77.2,1.506,1,163,SAFDARJANG ENCLAVE,0.0
507,28.553846,77.215385,0.384,0,159,ANDREWSGANJ,0.0
508,28.553846,77.230769,1.278,1,192,GREATER KAILASH-I,0.0
509,28.553846,77.246154,0.521,0,192,GREATER KAILASH-I,0.0
510,28.553846,77.261538,1.212,1,194,EAST OF KAILASH,0.0
511,28.553846,77.276923,0.44,0,193,SRI NIWASPURI,0.0
512,28.553846,77.292308,1.853,1,206,OKHLA,0.0
513,28.553846,77.307692,1.815,1,,,0.0
514,28.553846,77.323077,1.01,1,,,796.5733454314328
515,28.553846,77.338462,1.807,1,208,SARITA VIHAR,2268.882742534683
516,28.553846,77.353846,3.166,1,207,MADANPUR KHADAR,3489.0111826894668
517,28.553846,77.369231,2.951,1,207,MADANPUR KHADAR,4849.430395417254
518,28.553846,77.384615,1.934,1,207,MADANPUR KHADAR,5912.610062069502
519,28.553846,77.4,1.813,1,207,MADANPUR KHADAR,7214.951956224676
520,28.566667,76.8,11.109,1,140,KHERA,4400.390053919465
521,28.566667,76.815385,9.672,1,140,KHERA,2731.530633714432
522,28.566667,76.830769,8.26,1,140,KHERA,1108.4162997868332
523,28.566667,76.846154,6.885,1,140,KHERA,0.0
524,28.566667,76.861538,5.577,1,140,KHERA,0.0
525,28.566667,76.876923,4.394,1,140,KHERA,0.0
526,28.566667,76.892308,3.469,1,140,KHERA,0.0
527,28.566667,76.907692,2.576,1,140,KHERA,0.0
528,28.566667,76.923077,1.114,1,140,KHERA,0.0
529,28.566667,76.938462,0.602,0,140,KHERA,0.0
530,28.566667,76.953846,2.0,1,133,CHHAWLA,0.0
531,28.566667,76.969231,3.486,1,134,NANGLI SAKRAVATI,0.0
532,28.566667,76.984615,4.981,1,134,NANGLI SAKRAVATI,0.0
533,28.566667,77.0,5.687,1,133,CHHAWLA,0.0
534,28.566667,77.015385,5.006,1,133,CHHAWLA,0.0
535,28.566667,77.030769,4.046,1,141,BIJWASAN,0.0
536,28.566667,77.046154,2.561,1,134,NANGLI SAKRAVATI,0.0
537,28.566667,77.061538,1.122,1,141,BIJWASAN,0.0
538,28.566667,77.076923,0.69,0,143,KAPASHERA,0.0
539,28.566667,77.092308,0.76,1,CANT_6,DELHI CANTT CHARGE 6,0.0
540,28.566667,77.107692,1.096,1,CANT_6,DELHI CANTT CHARGE 6,0.0
541,28.566667,77.123077,0.658,0,CANT_5,DELHI CANTT CHARGE 5,0.0
542,28.566667,77.138462,2.044,1,CANT_4,DELHI CANTT CHARGE 4,0.0
543,28.566667,77.153846,1.306,1,165,VASANT VIHAR,0.0
544,28.566667,77.169231,0.315,0,168,NANAK PURA,0.0
545,28.566667,77.184615,0.441,0,167,R. K. PURAM,0.0
546,28.566667,77.2,1.331,1,NDMC_7,NDMC CHARGE 7,0.0
547,28.566667,77.215385,0.949,0,159,ANDREWSGANJ,0.0
548,28.566667,77.230769,1.462,1,159,ANDREWSGANJ,0.0
549,28.566667,77.246154,0.447,0,155,LAJPAT NAGAR,0.0
550,28.566667,77.261538,1.085,1,193,SRI NIWASPURI,0.0
551,28.566667,77.276923,1.751,1,206,OKHLA,0.0
552,28.566667,77.292308,2.511,1,206,OKHLA,0.0
553,28.566667,77.307692,2.865,1,,,489.32211564077153
554,28.566667,77.323077,2.436,1,,,1877.579353790136
555,28.566667,77.338462,2.86,1,,,3135.971510056472
556,28.566667,77.353846,3.865,1,208,SARITA VIHAR,4568.619888884116
557,28.566667,77.369231,2.421,1,215,KONDLI,5720.795243403989
558,28.566667,77.384615,0.946,1,215,KONDLI,6874.406496836937
559,28.566667,77.4,0.665,0,215,KONDLI,8169.755118719711
560,28.579487,76.8,10.805,1,140,KHERA,4344.541809851213
561,28.579487,76.815385,9.323,1,140,KHERA,2634.775692623992
562,28.579487,76.830769,7.848,1,140,KHERA,927.4656233271154
563,28.579487,76.846154,6.385,1,140,KHERA,0.0
564,28.579487,76.861538,4.946,1,140,KHERA,0.0
565,28.579487,76.876923,3.56,1,140,KHERA,0.0
566,28.579487,76.892308,2.323,1,140,KHERA,0.0
567,28.579487,76.907692,1.623,1,140,KHERA,0.0
568,28.579487,76.923077,1.47,1,140,KHERA,0.0
569,28.579487,76.938462,1.133,1,133,CHHAWLA,0.0
570,28.579487,76.953846,2.218,1,133,CHHAWLA,0.0
571,28.579487,76.969231,3.615,1,134,NANGLI SAKRAVATI,0.0
572,28.579487,76.984615,5.073,1,134,NANGLI SAKRAVATI,0.0
573,28.579487,77.0,4.575,1,134,NANGLI SAKRAVATI,0.0
574,28.579487,77.015385,3.693,1,134,NANGLI SAKRAVATI,0.0
575,28.579487,77.030769,3.296,1,134,NANGLI SAKRAVATI,0.0
576,28.579487,77.046154,2.684,1,136,MATIALA,0.0
577,28.579487,77.061538,1.382,1,141,BIJWASAN,0.0
578,28.579487,77.076923,1.061,1,145,PALAM,0.0
579,28.579487,77.092308,2.173,1,CANT_6,DELHI CANTT CHARGE 6,0.0
580,28.579487,77.107692,2.114,1,CANT_6,DELHI CANTT CHARGE 6,0.0
581,28.579487,77.123077,1.644,1,CANT_6,DELHI CANTT CHARGE 6,0.0
582,28.579487,77.138462,2.09,1,CANT_5,DELHI CANTT CHARGE 5,0.0
583,28.579487,77.153846,2.095,1,CANT_4,DELHI CANTT CHARGE 4,0.0
584,28.579487,77.169231,1.448,1,168,NANAK PURA,0.0
585,28.579487,77.184615,0.141,0,NDMC_9,NDMC CHARGE 9,0.0
586,28.579487,77.2,1.568,1,NDMC_8,NDMC CHARGE 8,0.0
587,28.579487,77.215385,1.159,1,158,KOTLA MUBARAKPUR,0.0
588,28.579487,77.230769,0.312,0,157,KASTURBA NAGAR,0.0
589,28.579487,77.246154,1.207,1,155,LAJPAT NAGAR,0.0
590,28.579487,77.261538,1.68,1,156,BHOGAL,0.0
591,28.579487,77.276923,2.883,1,,,0.0
592,28.579487,77.292308,3.092,1,,,0.0
593,28.579487,77.307692,1.766,1,211,TRILOK PURI,755.6871837649566
594,28.579487,77.323077,1.091,1,212,NEW ASHOK NAGAR,2017.262588265992
595,28.579487,77.338462,1.943,1,214,KHICHRIPUR,2745.2410113112664
596,28.579487,77.353846,3.297,1,215,KONDLI,3402.227151509603
597,28.579487,77.369231,2.661,1,215,KONDLI,4515.411793257242
598,28.579487,77.384615,1.454,1,215,KONDLI,5831.752774047199
599,28.579487,77.4,1.289,1,215,KONDLI,7314.14892066741
600,28.592308,76.8,10.685,1,140,KHERA,4554.281231981889
601,28.592308,76.815385,9.183,1,140,KHERA,2940.6611311888955
602,28.592308,76.830769,7.682,1,140,KHERA,1555.6525757079858
603,28.592308,76.846154,6.18,1,140,KHERA,965.046595100533
604,28.592308,76.861538,4.679,1,140,KHERA,705.2575411781621
605,28.592308,76.876923,3.179,1,140,KHERA,0.0
606,28.592308,76.892308,1.682,1,140,KHERA,0.0
607,28.592308,76.907692,0.253,0,140,KHERA,0.0
608,28.592308,76.923077,1.346,1,140,KHERA,0.0
609,28.592308,76.938462,2.504,1,140,KHERA,0.0
610,28.592308,76.953846,3.147,1,134,NANGLI SAKRAVATI,0.0
611,28.592308,76.969231,4.249,1,140,KHERA,0.0
612,28.592308,76.984615,5.037,1,134,NANGLI SAKRAVATI,0.0
613,28.592308,77.0,3.684,1,134,NANGLI SAKRAVATI,0.0
614,28.592308,77.015385,2.508,1,135,KAKRAULA,0.0
615,28.592308,77.030769,1.874,1,135,KAKRAULA,0.0
616,28.592308,77.046154,2.291,1,136,MATIALA,0.0
617,28.592308,77.061538,2.574,1,136,MATIALA,0.0
618,28.592308,77.076923,2.417,1,145,PALAM,0.0
619,28.592308,77.092308,2.127,1,146,SADH NAGAR,0.0
620,28.592308,77.107692,1.712,1,CANT_7,DELHI CANTT CHARGE 7,0.0
621,28.592308,77.123077,0.286,0,CANT_6,DELHI CANTT CHARGE 6,0.0
622,28.592308,77.138462,1.321,1,CANT_3,DELHI CANTT CHARGE 3,0.0
623,28.592308,77.153846,2.814,1,CANT_3,DELHI CANTT CHARGE 3,0.0
624,28.592308,77.169231,2.041,1,NDMC_9,NDMC CHARGE 9,0.0
625,28.592308,77.184615,0.777,0,NDMC_9,NDMC CHARGE 9,0.0
626,28.592308,77.2,1.247,1,NDMC_9,NDMC CHARGE 9,0.0
627,28.592308,77.215385,0.756,0,NDMC_5,NDMC CHARGE 5,0.0
628,28.592308,77.230769,0.342,0,NDMC_5,NDMC CHARGE 5,0.0
629,28.592308,77.246154,1.799,1,154,NIZAMUDDIN,0.0
630,28.592308,77.261538,2.807,1,,,0.0
631,28.592308,77.276923,2.659,1,,,0.0
632,28.592308,77.292308,2.915,1,211,TRILOK PURI,0.0
633,28.592308,77.307692,1.434,1,212,NEW ASHOK NAGAR,0.0
634,28.592308,77.323077,0.357,0,214,KHICHRIPUR,660.0365319402396
635,28.592308,77.338462,1.647,1,215,KONDLI,1211.8774811357894
636,28.592308,77.353846,2.394,1,215,KONDLI,2160.111832892552
637,28.592308,77.369231,3.383,1,215,KONDLI,3524.3741780301725
638,28.592308,77.384615,2.72,1,215,KONDLI,5103.098088581726
639,28.592308,77.4,2.636,1,215,KONDLI,6747.5213314060375
640,28.605128,76.8,10.754,1,140,KHERA,5230.48921193238
641,28.605128,76.815385,9.264,1,140,KHERA,3906.920493770471
642,28.605128,76.830769,7.778,1,140,KHERA,3006.092944748288
643,28.605128,76.846154,6.299,1,140,KHERA,2589.1762219769166
644,28.605128,76.861538,4.836,1,140,KHERA,1161.0332631309698
645,28.605128,76.876923,3.405,1,140,KHERA,0.0
646,28.605128,76.892308,2.079,1,140,KHERA,0.0
647,28.605128,76.907692,1.248,1,140,KHERA,0.0
648,28.605128,76.923077,1.818,1,140,KHERA,0.0
649,28.605128,76.938462,3.093,1,140,KHERA,0.0
650,28.605128,76.953846,4.353,1,140,KHERA,0.0
651,28.605128,76.969231,5.206,1,140,KHERA,0.0
652,28.605128,76.984615,4.699,1,137,ROSHANPURA,0.0
653,28.605128,77.0,3.207,1,137,ROSHANPURA,0.0
654,28.605128,77.015385,1.732,1,135,KAKRAULA,0.0
655,28.605128,77.030769,0.473,0,135,KAKRAULA,0.0
656,28.605128,77.046154,1.4,1,136,MATIALA,0.0
657,28.605128,77.061538,2.865,1,148,MADHU VIHAR,0.0
658,28.605128,77.076923,2.296,1,130,MANGLAPURI,0.0
659,28.605128,77.092308,0.923,0,129,DABRI,0.0
660,28.605128,77.107692,0.97,1,129,DABRI,0.0
661,28.605128,77.123077,1.234,1,CANT_8,DELHI CANTT CHARGE 8,0.0
662,28.605128,77.138462,1.785,1,CANT_2,DELHI CANTT CHARGE 2,0.0
663,28.605128,77.153846,3.06,1,CANT_2,DELHI CANTT CHARGE 2,0.0
664,28.605128,77.169231,2.088,1,150,PUSA,0.0
665,28.605128,77.184615,0.895,1,NDMC_3,NDMC CHARGE 3,0.0
666,28.605128,77.2,1.323,1,NDMC_5,NDMC CHARGE 5,0.0
667,28.605128,77.215385,1.882,1,NDMC_5,NDMC CHARGE 5,0.0
668,28.605128,77.230769,0.965,0,NDMC_5,NDMC CHARGE 5,0.0
669,28.605128,77.246154,1.069,1,154,NIZAMUDDIN,0.0
670,28.605128,77.261538,1.567,1,,,0.0
671,28.605128,77.276923,1.283,1,211,TRILOK PURI,0.0
672,28.605128,77.292308,2.13,1,220,PATPARGANJ,0.0
673,28.605128,77.307692,2.249,1,210,DALLOPURA,0.0
674,28.605128,77.323077,1.769,1,214,KHICHRIPUR,0.0
675,28.605128,77.338462,0.76,0,215,KONDLI,0.0
676,28.605128,77.353846,1.333,1,216,GHAROLI,1378.7867102266173
677,28.605128,77.369231,2.435,1,216,GHAROLI,3063.3609193606258
678,28.605128,77.384615,3.4,1,216,GHAROLI,4765.862486063799
679,28.605128,77.4,4.037,1,216,GHAROLI,6473.772369085362
680,28.617949,76.8,11.009,1,140,KHERA,6265.899896726538
681,28.617949,76.815385,9.558,1,140,KHERA,5212.246335727075
682,28.617949,76.830769,8.127,1,140,KHERA,4539.561102796694
683,28.617949,76.846154,6.726,1,140,KHERA,3430.09515300312
684,28.617949,76.861538,5.38,1,140,KHERA,2116.515507335378
685,28.617949,76.876923,4.142,1,140,KHERA,503.351867327096
686,28.617949,76.892308,3.143,1,140,KHERA,0.0
687,28.617949,76.907692,2.668,1,140,KHERA,0.0
688,28.617949,76.923077,2.978,1,140,KHERA,0.0
689,28.617949,76.938462,3.889,1,140,KHERA,0.0
690,28.617949,76.953846,5.089,1,139,DICHAON KALAN,0.0
691,28.617949,76.969231,6.258,1,139,DICHAON KALAN,0.0
692,28.617949,76.984615,4.781,1,138,NAJAFGARH,0.0
693,28.617949,77.0,3.326,1,137,ROSHANPURA,0.0
694,28.617949,77.015385,1.943,1,137,ROSHANPURA,0.0
695,28.617949,77.030769,1.0,1,135,KAKRAULA,0.0
696,28.617949,77.046154,1.654,1,127,UTTAM NAGAR,0.0
697,28.617949,77.061538,2.997,1,128,BINDAPUR,0.0
698,28.617949,77.076923,2.38,1,119,MILAP NAGAR,0.0
699,28.617949,77.092308,1.115,1,118,JANAK PURI SOUTH,0.0
700,28.617949,77.107692,1.154,1,110,NANGAL RAYA,0.0
701,28.617949,77.123077,2.436,1,CANT_2,DELHI CANTT CHARGE 2,0.0
702,28.617949,77.138462,2.53,1,152,NARAINA,0.0
703,28.617949,77.153846,2.523,1,CANT_2,DELHI CANTT CHARGE 2,0.0
704,28.617949,77.169231,2.5,1,150,PUSA,0.0
705,28.617949,77.184615,1.053,1,NDMC_3,NDMC CHARGE 3,0.0
706,28.617949,77.2,0.69,0,NDMC_4,NDMC CHARGE 4,0.0
707,28.617949,77.215385,1.919,1,NDMC_4,NDMC CHARGE 4,0.0
708,28.617949,77.230769,0.658,0,NDMC_1,NDMC CHARGE 1,0.0
709,28.617949,77.246154,0.694,0,154,NIZAMUDDIN,0.0
710,28.617949,77.261538,1.047,1,,,0.0
711,28.617949,77.276923,0.536,0,224,PANDAV NAGAR,0.0
712,28.617949,77.292308,0.815,0,220,PATPARGANJ,0.0
713,28.617949,77.307692,2.101,1,219,MAYUR VIHAR PHASE II,0.0
714,28.617949,77.323077,2.0,1,214,KHICHRIPUR,0.0
715,28.617949,77.338462,0.83,1,216,GHAROLI,0.0
716,28.617949,77.353846,0.825,1,216,GHAROLI,1331.3912805564655
717,28.617949,77.369231,1.343,1,216,GHAROLI,3041.1475257415173
718,28.617949,77.384615,2.727,1,216,GHAROLI,4751.626431711141
719,28.617949,77.4,4.192,1,216,GHAROLI,6463.299250166189
720,28.630769,76.8,11.437,1,140,KHERA,7513.455220422215
721,28.630769,76.815385,10.049,1,140,KHERA,6660.181656516023
722,28.630769,76.830769,8.698,1,140,KHERA,5770.86514542467
723,28.630769,76.846154,7.406,1,140,KHERA,4248.239680340264
724,28.630769,76.861538,6.21,1,140,KHERA,2595.104916975264
725,28.630769,76.876923,5.175,1,140,KHERA,968.955339007216
726,28.630769,76.892308,4.416,1,140,KHERA,0.0
727,28.630769,76.907692,4.092,1,140,KHERA,393.4416218504357
728,28.630769,76.923077,4.3,1,140,KHERA,173.71535087028312
729,28.630769,76.938462,4.555,1,139,DICHAON KALAN,537.5400292499945
730,28.630769,76.953846,5.18,1,139,DICHAON KALAN,0.0
731,28.630769,76.969231,6.117,1,139,DICHAON KALAN,0.0
732,28.630769,76.984615,5.263,1,139,DICHAON KALAN,0.0
733,28.630769,77.0,3.987,1,137,ROSHANPURA,0.0
734,28.630769,77.015385,2.935,1,122,HASTSAL,0.0
735,28.630769,77.030769,2.417,1,122,HASTSAL,0.0
736,28.630769,77.046154,2.753,1,121,KUNWAR SINGH NAGAR,0.0
737,28.630769,77.061538,3.718,1,123,VIKAS PURI,0.0
738,28.630769,77.076923,3.181,1,113,MAHAVIR NAGAR,0.0
739,28.630769,77.092308,2.387,1,109,JANAK PURI NORTH,0.0
740,28.630769,77.107692,2.406,1,109,JANAK PURI NORTH,0.0
741,28.630769,77.123077,2.469,1,111,HARI NAGAR,0.0
742,28.630769,77.138462,1.246,1,152,NARAINA,0.0
743,28.630769,77.153846,1.234,1,150,PUSA,0.0
744,28.630769,77.169231,2.449,1,150,PUSA,0.0
745,28.630769,77.184615,1.384,1,149,RAJENDER NAGAR,0.0
746,28.630769,77.2,0.374,0,NDMC_3,NDMC CHARGE 3,0.0
747,28.630769,77.215385,1.044,1,NDMC_4,NDMC CHARGE 4,0.0
748,28.630769,77.230769,0.83,0,NDMC_1,NDMC CHARGE 1,0.0
749,28.630769,77.246154,0.551,0,153,DARYAGANJ,0.0
750,28.630769,77.261538,1.434,1,,,0.0
751,28.630769,77.276923,1.271,1,221,KISHAN KUNJ,0.0
752,28.630769,77.292308,0.926,1,218,MANDAWALI,0.0
753,28.630769,77.307692,1.963,1,227,I.P EXTENTION,0.0
754,28.630769,77.323077,1.914,1,227,I.P EXTENTION,0.0
755,28.630769,77.338462,2.002,1,214,KHICHRIPUR,570.811414395913
756,28.630769,77.353846,0.788,0,216,GHAROLI,1742.355907057653
757,28.630769,77.369231,1.32,1,216,GHAROLI,3328.976552705762
758,28.630769,77.384615,2.716,1,216,GHAROLI,4953.343941564543
759,28.630769,77.4,3.745,1,216,GHAROLI,6617.669919402579
760,28.64359,76.8,12.02,1,140,KHERA,8884.489921989303
761,28.64359,76.815385,10.708,1,140,KHERA,7979.772738008469
762,28.64359,76.830769,9.452,1,140,KHERA,6353.446526346839
763,28.64359,76.846154,8.275,1,140,KHERA,4757.237142750671
764,28.64359,76.861538,6.893,1,140,KHERA,3243.156055523201
765,28.64359,76.876923,5.573,1,140,KHERA,1948.695235139424
766,28.64359,76.892308,4.372,1,140,KHERA,1497.8727333006048
767,28.64359,76.907692,3.417,1,140,KHERA,1615.9709076940103
768,28.64359,76.923077,2.956,1,139,DICHAON KALAN,677.1263449140847
769,28.64359,76.938462,3.212,1,139,DICHAON KALAN,0.0
770,28.64359,76.953846,4.049,1,139,DICHAON KALAN,0.0
771,28.64359,76.969231,5.194,1,139,DICHAON KALAN,0.0
772,28.64359,76.984615,6.05,1,139,DICHAON KALAN,0.0
773,28.64359,77.0,4.98,1,139,DICHAON KALAN,0.0
774,28.64359,77.015385,4.186,1,122,HASTSAL,0.0
775,28.64359,77.030769,3.84,1,122,HASTSAL,0.0
776,28.64359,77.046154,4.06,1,122,HASTSAL,0.0
777,28.64359,77.061538,4.767,1,44,QUAMMRUDDIN NAGAR,0.0
778,28.64359,77.076923,4.317,1,116,VIKASPURI EAST,0.0
779,28.64359,77.092308,3.771,1,116,VIKASPURI EAST,0.0
780,28.64359,77.107692,3.783,1,105,RAJOURI GARDEN,0.0
781,28.64359,77.123077,2.305,1,105,RAJOURI GARDEN,0.0
782,28.64359,77.138462,0.879,0,98,MANSAROWER GARDEN,0.0
783,28.64359,77.153846,0.86,0,150,PUSA,0.0
784,28.64359,77.169231,1.854,1,150,PUSA,0.0
785,28.64359,77.184615,1.792,1,149,RAJENDER NAGAR,0.0
786,28.64359,77.2,0.803,0,NDMC_3,NDMC CHARGE 3,0.0
787,28.64359,77.215385,1.241,1,89,PAHAR GANJ,0.0
788,28.64359,77.230769,1.067,1,83,BAZAR SITARAM,0.0
789,28.64359,77.246154,1.737,1,153,DARYAGANJ,0.0
790,28.64359,77.261538,2.529,1,,,0.0
791,28.64359,77.276923,2.228,1,230,GEETA COLONY,0.0
792,28.64359,77.292308,1.396,1,228,PREET VIHAR,0.0
793,28.64359,77.307692,0.89,1,227,I.P EXTENTION,0.0
794,28.64359,77.323077,0.776,0,227,I.P EXTENTION,625.3077767706125
795,28.64359,77.338462,1.936,1,227,I.P EXTENTION,1716.0483335299457
796,28.64359,77.353846,0.507,0,216,GHAROLI,2900.661769699084
797,28.64359,77.369231,1.128,1,216,GHAROLI,4080.320732921669
798,28.64359,77.384615,1.767,1,216,GHAROLI,5528.159339197829
799,28.64359,77.4,2.701,1,216,GHAROLI,7095.007417973298
800,28.65641,76.8,12.329,1,140,KHERA,10128.765875237712
801,28.65641,76.815385,10.841,1,140,KHERA,8548.498624592146
